PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35808375","Effects of a Long-Term Wearable Activity Tracker-Based Exercise Intervention on Cardiac Morphology and Function of Patients with Cystic Fibrosis","Anifanti M, Giannakoulakos S, Hatziagorou E, Kampouras A, Tsanakas J, Deligiannis A, Kouidi E.","Sensors (Basel). 2022 Jun 28;22(13):4884. doi: 10.3390/s22134884.","Anifanti M","Sensors (Basel)","2022","2022/07/09","PMC9269327","","10.3390/s22134884"
"33481845","Safety of research bronchoscopy with BAL in stable adult patients with cystic fibrosis","Aridgides D, Dessaint J, Atkins G, Carroll J, Ashare A.","PLoS One. 2021 Jan 22;16(1):e0245696. doi: 10.1371/journal.pone.0245696. eCollection 2021.","Aridgides D","PLoS One","2021","2021/01/22","PMC7822334","","10.1371/journal.pone.0245696"
"35277038","Intestinal Absorption of Lipids Using a Pancreatic Enzyme-Free Nutritional Supplement in Patients with Cystic Fibrosis: A Randomized, Double-Blind, Crossover Pilot Trial","Barto TL, Morency CF, Schaap N, Patel AB, Monticello DJ.","Nutrients. 2022 Feb 5;14(3):680. doi: 10.3390/nu14030680.","Barto TL","Nutrients","2022","2022/03/12","PMC8838800","","10.3390/nu14030680"
"33358691","VO(2max) as an exercise tolerance endpoint in people with cystic fibrosis: Lessons from a lumacaftor/ivacaftor trial","Wilson J, You X, Ellis M, Urquhart DS, Jha L, Duncan M, Tian S, Harris RA, Kotsimbos T, Keating D.","J Cyst Fibros. 2021 May;20(3):499-505. doi: 10.1016/j.jcf.2020.12.006. Epub 2020 Dec 24.","Wilson J","J Cyst Fibros","2021","2020/12/28","","","10.1016/j.jcf.2020.12.006"
"36576330","The role of CFTR channel in female infertility","Habibullah MM.","Hum Fertil (Camb). 2023 Dec;26(5):1228-1237. doi: 10.1080/14647273.2022.2161427. Epub 2022 Dec 28.","Habibullah MM","Hum Fertil (Camb)","2023","2022/12/28","","","10.1080/14647273.2022.2161427"
"33391268","Altered Degranulation and pH of Neutrophil Phagosomes Impacts Antimicrobial Efficiency in Cystic Fibrosis","Hayes E, Murphy MP, Pohl K, Browne N, McQuillan K, Saw LE, Foley C, Gargoum F, McElvaney OJ, Hawkins P, Gunaratnam C, McElvaney NG, Reeves EP.","Front Immunol. 2020 Dec 18;11:600033. doi: 10.3389/fimmu.2020.600033. eCollection 2020.","Hayes E","Front Immunol","2020","2021/01/04","PMC7775508","","10.3389/fimmu.2020.600033"
"32576447","Lung clearance index-triggered intervention in children with cystic fibrosis - A randomised pilot study","Voldby C, Green K, Kongstad T, Ring AM, Sandvik RM, Skov M, Buchvald F, Pressler T, Nielsen KG.","J Cyst Fibros. 2020 Nov;19(6):934-941. doi: 10.1016/j.jcf.2020.06.010. Epub 2020 Jun 21.","Voldby C","J Cyst Fibros","2020","2020/06/25","","","10.1016/j.jcf.2020.06.010"
"32199729","Total bacterial load, inflammation, and structural lung disease in paediatric cystic fibrosis","Taylor SL, Leong LEX, Ivey KL, Wesselingh S, Grimwood K, Wainwright CE, Rogers GB; Australasian Cystic Fibrosis Bronchoalveolar Lavage (ACFBAL) study group.","J Cyst Fibros. 2020 Nov;19(6):923-930. doi: 10.1016/j.jcf.2020.03.008. Epub 2020 Mar 19.","Taylor SL","J Cyst Fibros","2020","2020/03/23","","","10.1016/j.jcf.2020.03.008"
"32967799","A phase 3, double-blind, parallel-group study to evaluate the efficacy and safety of tezacaftor in combination with ivacaftor in participants 6 through 11 years of age with cystic fibrosis homozygous for F508del or heterozygous for the F508del-CFTR mutation and a residual function mutation","Davies JC, Sermet-Gaudelus I, Naehrlich L, Harris RS, Campbell D, Ahluwalia N, Short C, Haseltine E, Panorchan P, Saunders C, Owen CA, Wainwright CE; VX16-661-115 Investigator Group.","J Cyst Fibros. 2021 Jan;20(1):68-77. doi: 10.1016/j.jcf.2020.07.023. Epub 2020 Sep 21.","Davies JC","J Cyst Fibros","2021","2020/09/24","","","10.1016/j.jcf.2020.07.023"
"35511761","Blood mRNA biomarkers distinguish variable systemic and sputum inflammation at treatment initiation of inhaled antibiotics in cystic fibrosis: A prospective non-randomized trial","Caceres SM, Sanders LA, Rysavy NM, Poch KR, Jones CR, Pickard K, Fingerlin TE, Marcus RA, Malcolm KC, Taylor-Cousar JL, Nichols DP, Nick JA, Strand M, Saavedra MT.","PLoS One. 2022 May 5;17(5):e0267592. doi: 10.1371/journal.pone.0267592. eCollection 2022.","Caceres SM","PLoS One","2022","2022/05/05","PMC9070878","","10.1371/journal.pone.0267592"
"36036885","Phase 1 Study to Assess the Safety and Pharmacokinetics of Elexacaftor/Tezacaftor/Ivacaftor in Subjects Without Cystic Fibrosis With Moderate Hepatic Impairment","Viswanathan L, Bachman E, Tian S, Ahluwalia N, Zhang Y, Bernstein HS, Panorchan P.","Eur J Drug Metab Pharmacokinet. 2022 Nov;47(6):817-825. doi: 10.1007/s13318-022-00791-8. Epub 2022 Aug 29.","Viswanathan L","Eur J Drug Metab Pharmacokinet","2022","2022/08/29","PMC9633523","","10.1007/s13318-022-00791-8"
"37230807","Nutritional considerations for a new era: A CF foundation position paper","Leonard A, Bailey J, Bruce A, Jia S, Stein A, Fulton J, Helmick M, Litvin M, Patel A, Powers KE, Reid E, Sankararaman S, Clemm C, Reno K, Hempstead SE, DiMango E.","J Cyst Fibros. 2023 Sep;22(5):788-795. doi: 10.1016/j.jcf.2023.05.010. Epub 2023 May 23.","Leonard A","J Cyst Fibros","2023","2023/05/25","","","10.1016/j.jcf.2023.05.010"
"33882893","A multi-centre, randomized, controlled trial on coaching and telemonitoring in patients with cystic fibrosis: conneCT CF","Thee S, Stahl M, Fischer R, Sutharsan S, Ballmann M, Müller A, Lorenz D, Urbanski-Rini D, Püschner F, Amelung VE, Fuchs C, Mall MA.","BMC Pulm Med. 2021 Apr 21;21(1):131. doi: 10.1186/s12890-021-01500-y.","Thee S","BMC Pulm Med","2021","2021/04/22","PMC8058751","","10.1186/s12890-021-01500-y"
"35631256","The Role of Zinc in the Pathogenesis of Lung Disease","Liu X, Ali MK, Dua K, Xu R.","Nutrients. 2022 May 19;14(10):2115. doi: 10.3390/nu14102115.","Liu X","Nutrients","2022","2022/05/28","PMC9143957","","10.3390/nu14102115"
"39015565","Pseudomonas aeruginosa in chronic lung disease: untangling the dysregulated host immune response","Nickerson R, Thornton CS, Johnston B, Lee AHY, Cheng Z.","Front Immunol. 2024 Jun 28;15:1405376. doi: 10.3389/fimmu.2024.1405376. eCollection 2024.","Nickerson R","Front Immunol","2024","2024/07/17","PMC11250099","","10.3389/fimmu.2024.1405376"
"36503994","ABC transporters: human disease and pharmacotherapeutic potential","Moore JM, Bell EL, Hughes RO, Garfield AS.","Trends Mol Med. 2023 Feb;29(2):152-172. doi: 10.1016/j.molmed.2022.11.001. Epub 2022 Dec 8.","Moore JM","Trends Mol Med","2023","2022/12/12","","","10.1016/j.molmed.2022.11.001"
"37455237","ALPINE2: Efficacy and safety of 14-day vs 28-day inhaled aztreonam for Pa eradication in children with cystic fibrosis","Gilchrist FJ, Bui S, Gartner S, McColley SA, Tiddens H, Ruiz G, Stehling F, Alani M, Gurtovaya O, Bresnik M, Watkins TR, Frankovic B, Skov M; ALPINE2 study investigators.","J Cyst Fibros. 2024 Jan;23(1):80-86. doi: 10.1016/j.jcf.2023.06.008. Epub 2023 Jul 15.","Gilchrist FJ","J Cyst Fibros","2024","2023/07/16","","","10.1016/j.jcf.2023.06.008"
"38362833","Short-term effects of positive expiratory pressure mask on ventilation inhomogeneity in children with cystic fibrosis: A randomized, sham-controlled crossover study","Gambazza S, Mariani A, Guarise R, Ferrari B, Carta F, Brivio A, Bizzarri S, Castellani C, Colombo C, Laquintana D.","Pediatr Pulmonol. 2024 May;59(5):1354-1363. doi: 10.1002/ppul.26915. Epub 2024 Feb 16.","Gambazza S","Pediatr Pulmonol","2024","2024/02/16","","","10.1002/ppul.26915"
"34831482","Impact of Airway Inflammation on the Efficacy of CFTR Modulators","Ribeiro CMP, Gentzsch M.","Cells. 2021 Nov 22;10(11):3260. doi: 10.3390/cells10113260.","Ribeiro CMP","Cells","2021","2021/11/27","PMC8619863","","10.3390/cells10113260"
"34941914","Comparison of biosimilar Tigerase and Pulmozyme in long-term symptomatic therapy of patients with cystic fibrosis and severe pulmonary impairment (subgroup analysis of a Phase III randomized open-label clinical trial (NCT04468100))","Amelina EL, Krasovsky SA, Akhtyamova-Givirovskaya NE, Kashirskaya NY, Abdulganieva DI, Asherova IK, Zilber IE, Kozyreva LS, Kudelya LM, Ponomareva ND, Revel-Muroz NP, Reutskaya EM, Stepanenko TA, Seitova GN, Ukhanova OP, Magnitskaya OV, Kudlay DA, Markova OA, Gapchenko EV.","PLoS One. 2021 Dec 23;16(12):e0261410. doi: 10.1371/journal.pone.0261410. eCollection 2021.","Amelina EL","PLoS One","2021","2021/12/23","PMC8699637","","10.1371/journal.pone.0261410"
"36081767","Biofilm aggregates and the host airway-microbial interface","Hall-Stoodley L, McCoy KS.","Front Cell Infect Microbiol. 2022 Aug 23;12:969326. doi: 10.3389/fcimb.2022.969326. eCollection 2022.","Hall-Stoodley L","Front Cell Infect Microbiol","2022","2022/09/09","PMC9445362","","10.3389/fcimb.2022.969326"
"33339768","A phase 3, randomized, double-blind, parallel-group study to evaluate tezacaftor/ivacaftor in people with cystic fibrosis heterozygous for F508del-CFTR and a gating mutation","McKone EF, DiMango EA, Sutharsan S, Barto TL, Campbell D, Ahluwalia N, Higgins M, Owen CA, Tullis E.","J Cyst Fibros. 2021 Mar;20(2):234-242. doi: 10.1016/j.jcf.2020.11.003. Epub 2020 Dec 16.","McKone EF","J Cyst Fibros","2021","2020/12/19","","","10.1016/j.jcf.2020.11.003"
"36228896","Synthesis and biomedical applications of mucin mimic materials","Kohout VR, Wardzala CL, Kramer JR.","Adv Drug Deliv Rev. 2022 Dec;191:114540. doi: 10.1016/j.addr.2022.114540. Epub 2022 Oct 10.","Kohout VR","Adv Drug Deliv Rev","2022","2022/10/13","PMC10066857","NIHMS1877771","10.1016/j.addr.2022.114540"
"33693586","Association of Intensity of Antipseudomonal Antibiotic Therapy With Risk of Treatment-Emergent Organisms in Children With Cystic Fibrosis and Newly Acquired Pseudomonas Aeruginosa","Cogen JD, Onchiri FM, Hamblett NM, Gibson RL, Morgan WJ, Rosenfeld M.","Clin Infect Dis. 2021 Sep 15;73(6):987-993. doi: 10.1093/cid/ciab208.","Cogen JD","Clin Infect Dis","2021","2021/03/11","PMC9034203","","10.1093/cid/ciab208"
"34025651","Ivacaftor Reduces Inflammatory Mediators in Upper Airway Lining Fluid From Cystic Fibrosis Patients With a G551D Mutation: Serial Non-Invasive Home-Based Collection of Upper Airway Lining Fluid","Mainz JG, Arnold C, Wittstock K, Hipler UC, Lehmann T, Zagoya C, Duckstein F, Ellemunter H, Hentschel J.","Front Immunol. 2021 May 5;12:642180. doi: 10.3389/fimmu.2021.642180. eCollection 2021.","Mainz JG","Front Immunol","2021","2021/05/24","PMC8131546","","10.3389/fimmu.2021.642180"
"36631132","Role of inhaled antibiotics in the era of highly effective CFTR modulators","Elborn JS, Blasi F, Burgel PR, Peckham D.","Eur Respir Rev. 2023 Jan 11;32(167):220154. doi: 10.1183/16000617.0154-2022. Print 2023 Mar 31.","Elborn JS","Eur Respir Rev","2023","2023/01/11","PMC9879329","","10.1183/16000617.0154-2022"
"33814320","Nasal high-flow therapy as an adjunct to exercise in patients with cystic fibrosis: A pilot feasibility trial","Spoletini G, Watson R, Lim WY, Pollard K, Etherington C, Clifton IJ, Peckham DG.","J Cyst Fibros. 2021 Sep;20(5):e46-e52. doi: 10.1016/j.jcf.2021.03.005. Epub 2021 Apr 1.","Spoletini G","J Cyst Fibros","2021","2021/04/05","","","10.1016/j.jcf.2021.03.005"
"31794160","Resilience in adolescents and young adults with cystic fibrosis: A pilot feasibility study of the promoting resilience in stress management intervention","Toprak D, Nay L, McNamara S, Rosenberg AR, Rosenfeld M, Yi-Frazier JP.","Pediatr Pulmonol. 2020 Mar;55(3):638-645. doi: 10.1002/ppul.24574. Epub 2019 Dec 3.","Toprak D","Pediatr Pulmonol","2020","2019/12/04","PMC8685161","NIHMS1758059","10.1002/ppul.24574"
"38509494","A RCT to explore the effectiveness of supporting adherence to nebuliser medication in adults with cystic fibrosis: fidelity assessment of study interventions","Bradley JM, Hutchings M, Arden MA, O'Cathain A, Maguire C, Wildman MJ; CFHealthHub Study Team.","BMC Pulm Med. 2024 Mar 21;24(1):148. doi: 10.1186/s12890-024-02923-z.","Bradley JM","BMC Pulm Med","2024","2024/03/21","PMC10956306","","10.1186/s12890-024-02923-z"
"31129068","Pilot study to test inhaled nitric oxide in cystic fibrosis patients with refractory Mycobacterium abscessus lung infection","Bentur L, Gur M, Ashkenazi M, Livnat-Levanon G, Mizrahi M, Tal A, Ghaffari A, Geffen Y, Aviram M, Efrati O.","J Cyst Fibros. 2020 Mar;19(2):225-231. doi: 10.1016/j.jcf.2019.05.002. Epub 2019 May 23.","Bentur L","J Cyst Fibros","2020","2019/05/27","","","10.1016/j.jcf.2019.05.002"
"32183316","Plasma Levels of the Bioactive Sphingolipid Metabolite S1P in Adult Cystic Fibrosis Patients: Potential Target for Immunonutrition?","Halilbasic E, Fuerst E, Heiden D, Japtok L, Diesner SC, Trauner M, Kulu A, Jaksch P, Hoetzenecker K, Kleuser B, Kazemi-Shirazi L, Untersmayr E.","Nutrients. 2020 Mar 14;12(3):765. doi: 10.3390/nu12030765.","Halilbasic E","Nutrients","2020","2020/03/19","PMC7146441","","10.3390/nu12030765"
"31494047","The impact of chest computed tomography and chest radiography on clinical management of cystic fibrosis lung disease","Bortoluzzi CF, Pontello E, Pintani E, de Winter-de Groot KM, D'Orazio C, Assael BM, Hunink MGM, Tiddens HAWM, Caudri D; CF Clinics Study Group.","J Cyst Fibros. 2020 Jul;19(4):641-646. doi: 10.1016/j.jcf.2019.08.005. Epub 2019 Sep 5.","Bortoluzzi CF","J Cyst Fibros","2020","2019/09/09","","","10.1016/j.jcf.2019.08.005"
"33577055","Effect of omeprazole on symptoms of gastroesophageal reflux disease in children with cystic fibrosis. A randomized, double-blind, placebo-controlled trial","Dziekiewicz M, Mielus M, Lisowska A, Walkowiak J, Sands D, Radzikowski A, Banaszkiewicz A.","Eur Rev Med Pharmacol Sci. 2021 Jan;25(2):999-1005. doi: 10.26355/eurrev_202101_24669.","Dziekiewicz M","Eur Rev Med Pharmacol Sci","2021","2021/02/12","","","10.26355/eurrev_202101_24669"
"37887299","Epithelial Transport in Disease: An Overview of Pathophysiology and Treatment","Clemente-Suárez VJ, Martín-Rodríguez A, Redondo-Flórez L, Villanueva-Tobaldo CV, Yáñez-Sepúlveda R, Tornero-Aguilera JF.","Cells. 2023 Oct 15;12(20):2455. doi: 10.3390/cells12202455.","Clemente-Suárez VJ","Cells","2023","2023/10/27","PMC10605148","","10.3390/cells12202455"
"35140012","Target Diseases for Neonatal Screening in Germany","Spiekerkoetter U, Krude H.","Dtsch Arztebl Int. 2022 Apr 29;119(17):306-316. doi: 10.3238/arztebl.m2022.0075.","Spiekerkoetter U","Dtsch Arztebl Int","2022","2022/02/10","PMC9450505","","10.3238/arztebl.m2022.0075"
"34180343","An Organ System-Based Synopsis of Pseudomonas aeruginosa Virulence","Morin CD, Déziel E, Gauthier J, Levesque RC, Lau GW.","Virulence. 2021 Dec;12(1):1469-1507. doi: 10.1080/21505594.2021.1926408.","Morin CD","Virulence","2021","2021/06/28","PMC8237970","","10.1080/21505594.2021.1926408"
"32673237","Users' Experiences of a Mobile Health Self-Management Approach for the Treatment of Cystic Fibrosis: Mixed Methods Study","Floch J, Vilarinho T, Zettl A, Ibanez-Sanchez G, Calvo-Lerma J, Stav E, Haro PH, Aalberg AL, Fides-Valero A, Bayo Montón JL.","JMIR Mhealth Uhealth. 2020 Jul 8;8(7):e15896. doi: 10.2196/15896.","Floch J","JMIR Mhealth Uhealth","2020","2020/07/17","PMC7381063","","10.2196/15896"
"32040891","Assessing and responding to stress related to pulmonary function testing in cystic fibrosis through quality improvement","Nusbaum K, Filigno SS, Feldstein J, Hente E, Koch E, Mullen L, Weiland J, Boat T, Siracusa C.","Pediatr Pulmonol. 2020 May;55(5):1139-1146. doi: 10.1002/ppul.24673. Epub 2020 Feb 10.","Nusbaum K","Pediatr Pulmonol","2020","2020/02/11","PMC8864550","NIHMS1552825","10.1002/ppul.24673"
"32669217","A four week trial of hypertonic saline in children with mild cystic fibrosis lung disease: Effect on mucociliary clearance and clinical outcomes","Donaldson SH, Danielle Samulski T, LaFave C, Zeman K, Wu J, Trimble A, Ceppe A, Bennett WD, Davis SD.","J Cyst Fibros. 2020 Nov;19(6):942-948. doi: 10.1016/j.jcf.2020.07.009. Epub 2020 Jul 12.","Donaldson SH","J Cyst Fibros","2020","2020/07/17","PMC7736104","NIHMS1613327","10.1016/j.jcf.2020.07.009"
"32020028","A randomised controlled trial of rosuvastatin for the prevention of aminoglycoside-induced kidney toxicity in children with cystic fibrosis","McWilliam SJ, Rosala-Hallas A, Jones AP, Shaw V, Greenhalf W, Jaki T, Smyth AR, Smyth RL, Pirmohamed M.","Sci Rep. 2020 Feb 4;10(1):1796. doi: 10.1038/s41598-020-58790-1.","McWilliam SJ","Sci Rep","2020","2020/02/06","PMC7000680","","10.1038/s41598-020-58790-1"
"31501052","Single dose escalation studies with inhaled POL6014, a potent novel selective reversible inhibitor of human neutrophil elastase, in healthy volunteers and subjects with cystic fibrosis","Barth P, Bruijnzeel P, Wach A, Sellier Kessler O, Hooftman L, Zimmermann J, Naue N, Huber B, Heimbeck I, Kappeler D, Timmer W, Chevalier E.","J Cyst Fibros. 2020 Mar;19(2):299-304. doi: 10.1016/j.jcf.2019.08.020. Epub 2019 Sep 6.","Barth P","J Cyst Fibros","2020","2019/09/11","","","10.1016/j.jcf.2019.08.020"
"34440746","DNA Methylation of Fibroblast Phenotypes and Contributions to Lung Fibrosis","Rajasekar P, Patel J, Clifford RL.","Cells. 2021 Aug 3;10(8):1977. doi: 10.3390/cells10081977.","Rajasekar P","Cells","2021","2021/08/27","PMC8391838","","10.3390/cells10081977"
"33436426","Same Game, Different Players: Emerging Pathogens of the CF Lung","Gannon AD, Darch SE.","mBio. 2021 Jan 12;12(1):e01217-20. doi: 10.1128/mBio.01217-20.","Gannon AD","mBio","2021","2021/01/13","PMC7845627","","10.1128/mBio.01217-20"
"32335023","Use of a mobile application for self-management of pancreatic enzyme replacement therapy is associated with improved gastro-intestinal related quality of life in children with Cystic Fibrosis","Boon M, Calvo-Lerma J, Claes I, Havermans T, Asseiceira I, Bulfamante A, Garriga M, Masip E, van Schijndel BAM, Fornes V, Barreto C, Colombo C, Crespo P, Vicente S, Janssens H, Hulst J, Witters P, Nobili R, Pereira L, Ruperto M, Van der Wiel E, Mainz JG, De Boeck K, Ribes-Koninckx C.","J Cyst Fibros. 2020 Jul;19(4):562-568. doi: 10.1016/j.jcf.2020.04.001. Epub 2020 Apr 22.","Boon M","J Cyst Fibros","2020","2020/04/27","","","10.1016/j.jcf.2020.04.001"
"33358119","The clinical and microbiological utility of inhaled aztreonam lysine for the treatment of acute pulmonary exacerbations of cystic fibrosis: An open-label randomised crossover study (AZTEC-CF)","Frost F, Young GR, Wright L, Miah N, Smith DL, Winstanley C, Walshaw MJ, Fothergill JL, Nazareth D.","J Cyst Fibros. 2021 Nov;20(6):994-1002. doi: 10.1016/j.jcf.2020.12.012. Epub 2021 Jan 7.","Frost F","J Cyst Fibros","2021","2020/12/28","","","10.1016/j.jcf.2020.12.012"
"31964790","Phase I, Dose-Escalating Study of the Safety and Pharmacokinetics of Inhaled Dry-Powder Vancomycin (AeroVanc) in Volunteers and Patients with Cystic Fibrosis: a New Approach to Therapy for Methicillin-Resistant Staphylococcus aureus","Waterer G, Lord J, Hofmann T, Jouhikainen T.","Antimicrob Agents Chemother. 2020 Feb 21;64(3):e01776-19. doi: 10.1128/AAC.01776-19. Print 2020 Feb 21.","Waterer G","Antimicrob Agents Chemother","2020","2020/01/23","PMC7038285","","10.1128/AAC.01776-19"
"32487229","Short-term effects of Lumacaftor/Ivacaftor (Orkambi™) on exertional symptoms, exercise performance, and ventilatory responses in adults with cystic fibrosis","Quon BS, Ramsook AH, Dhillon SS, Mitchell RA, Boyle KG, Wilcox PG, Guenette JA.","Respir Res. 2020 Jun 1;21(1):135. doi: 10.1186/s12931-020-01406-z.","Quon BS","Respir Res","2020","2020/06/04","PMC7268353","","10.1186/s12931-020-01406-z"
"35163362","Assays of CFTR Function In Vitro, Ex Vivo and In Vivo","Ramalho AS, Boon M, Proesmans M, Vermeulen F, Carlon MS, Boeck K.","Int J Mol Sci. 2022 Jan 27;23(3):1437. doi: 10.3390/ijms23031437.","Ramalho AS","Int J Mol Sci","2022","2022/02/15","PMC8836180","","10.3390/ijms23031437"
"33125399","Effects of music therapy as an adjunct to chest physiotherapy in children with cystic fibrosis: A randomized controlled trial","Montero-Ruiz A, Fuentes LA, Pérez Ruiz E, García-Agua Soler N, Rius-Diaz F, Caro Aguilera P, Pérez Frías J, Martín-Montañez E.","PLoS One. 2020 Oct 30;15(10):e0241334. doi: 10.1371/journal.pone.0241334. eCollection 2020.","Montero-Ruiz A","PLoS One","2020","2020/10/30","PMC7598495","","10.1371/journal.pone.0241334"
"32532226","An 8 week open-label interventional multicenter study to explore the lung clearance index as endpoint for clinical trials in cystic fibrosis patients ≥8 years of age, chronically infected with Pseudomonas aeruginosa","Sutharsan S, Naehrig S, Mellies U, Sieder C, Ziegler J.","BMC Pulm Med. 2020 Jun 12;20(1):167. doi: 10.1186/s12890-020-01201-y.","Sutharsan S","BMC Pulm Med","2020","2020/06/14","PMC7291662","","10.1186/s12890-020-01201-y"
"33813719","CF Fungal Disease in the Age of CFTR Modulators","Bercusson A, Jarvis G, Shah A.","Mycopathologia. 2021 Oct;186(5):655-664. doi: 10.1007/s11046-021-00541-5. Epub 2021 Apr 4.","Bercusson A","Mycopathologia","2021","2021/04/04","PMC8536598","","10.1007/s11046-021-00541-5"
"34710741","Pseudomonas aeruginosa: an antibiotic resilient pathogen with environmental origin","Laborda P, Sanz-García F, Hernando-Amado S, Martínez JL.","Curr Opin Microbiol. 2021 Dec;64:125-132. doi: 10.1016/j.mib.2021.09.010. Epub 2021 Oct 26.","Laborda P","Curr Opin Microbiol","2021","2021/10/28","","","10.1016/j.mib.2021.09.010"
"38677493","The Folding Pathway of ABC Transporter CFTR: Effective and Robust","van der Sluijs P, Hoelen H, Schmidt A, Braakman I.","J Mol Biol. 2024 Jul 15;436(14):168591. doi: 10.1016/j.jmb.2024.168591. Epub 2024 Apr 26.","van der Sluijs P","J Mol Biol","2024","2024/04/27","","","10.1016/j.jmb.2024.168591"
"34947992","Revisiting CFTR Interactions: Old Partners and New Players","Farinha CM, Gentzsch M.","Int J Mol Sci. 2021 Dec 7;22(24):13196. doi: 10.3390/ijms222413196.","Farinha CM","Int J Mol Sci","2021","2021/12/24","PMC8703571","","10.3390/ijms222413196"
"38398574","Organic Synthesis and Current Understanding of the Mechanisms of CFTR Modulator Drugs Ivacaftor, Tezacaftor, and Elexacaftor","Ferreira FC, Buarque CD, Lopes-Pacheco M.","Molecules. 2024 Feb 10;29(4):821. doi: 10.3390/molecules29040821.","Ferreira FC","Molecules","2024","2024/02/24","PMC10891718","","10.3390/molecules29040821"
"33994545","Protein kinase CK2: a potential therapeutic target for diverse human diseases","Borgo C, D'Amore C, Sarno S, Salvi M, Ruzzene M.","Signal Transduct Target Ther. 2021 May 17;6(1):183. doi: 10.1038/s41392-021-00567-7.","Borgo C","Signal Transduct Target Ther","2021","2021/05/17","PMC8126563","","10.1038/s41392-021-00567-7"
"33141825","Chest computed tomography outcomes in a randomized clinical trial in cystic fibrosis: Lessons learned from the first ataluren phase 3 study","Tiddens HAWM, Andrinopoulou ER, McIntosh J, Elborn JS, Kerem E, Bouma N, Bosch J, Kemner-van de Corput M.","PLoS One. 2020 Nov 3;15(11):e0240898. doi: 10.1371/journal.pone.0240898. eCollection 2020.","Tiddens HAWM","PLoS One","2020","2020/11/03","PMC7608929","","10.1371/journal.pone.0240898"
"32384122","Improved residual fat malabsorption and growth in children with cystic fibrosis treated with a novel oral structured lipid supplement: A randomized controlled trial","Stallings VA, Tindall AM, Mascarenhas MR, Maqbool A, Schall JI.","PLoS One. 2020 May 8;15(5):e0232685. doi: 10.1371/journal.pone.0232685. eCollection 2020.","Stallings VA","PLoS One","2020","2020/05/09","PMC7209323","","10.1371/journal.pone.0232685"
"35650428","Splicing mutations in the CFTR gene as therapeutic targets","Deletang K, Taulan-Cadars M.","Gene Ther. 2022 Aug;29(7-8):399-406. doi: 10.1038/s41434-022-00347-0. Epub 2022 Jun 2.","Deletang K","Gene Ther","2022","2022/06/01","PMC9385490","","10.1038/s41434-022-00347-0"
"33800499","Is the ENaC Dysregulation in CF an Effect of Protein-Lipid Interaction in the Membranes?","Strandvik B.","Int J Mol Sci. 2021 Mar 8;22(5):2739. doi: 10.3390/ijms22052739.","Strandvik B","Int J Mol Sci","2021","2021/04/03","PMC7962953","","10.3390/ijms22052739"
"33417889","A dyadic approach to the delineation of diagnostic entities in clinical genomics","Biesecker LG, Adam MP, Alkuraya FS, Amemiya AR, Bamshad MJ, Beck AE, Bennett JT, Bird LM, Carey JC, Chung B, Clark RD, Cox TC, Curry C, Dinulos MBP, Dobyns WB, Giampietro PF, Girisha KM, Glass IA, Graham JM Jr, Gripp KW, Haldeman-Englert CR, Hall BD, Innes AM, Kalish JM, Keppler-Noreuil KM, Kosaki K, Kozel BA, Mirzaa GM, Mulvihill JJ, Nowaczyk MJM, Pagon RA, Retterer K, Rope AF, Sanchez-Lara PA, Seaver LH, Shieh JT, Slavotinek AM, Sobering AK, Stevens CA, Stevenson DA, Tan TY, Tan WH, Tsai AC, Weaver DD, Williams MS, Zackai E, Zarate YA.","Am J Hum Genet. 2021 Jan 7;108(1):8-15. doi: 10.1016/j.ajhg.2020.11.013.","Biesecker LG","Am J Hum Genet","2021","2021/01/08","PMC7820621","","10.1016/j.ajhg.2020.11.013"
"36835437","Pancreatic Organoids: A Frontier Method for Investigating Pancreatic-Related Diseases","Liu Y, Li N, Zhu Y.","Int J Mol Sci. 2023 Feb 16;24(4):4027. doi: 10.3390/ijms24044027.","Liu Y","Int J Mol Sci","2023","2023/02/25","PMC9959977","","10.3390/ijms24044027"
"32887484","Airway Inflammation and Host Responses in the Era of CFTR Modulators","Keown K, Brown R, Doherty DF, Houston C, McKelvey MC, Creane S, Linden D, McAuley DF, Kidney JC, Weldon S, Downey DG, Taggart CC.","Int J Mol Sci. 2020 Sep 2;21(17):6379. doi: 10.3390/ijms21176379.","Keown K","Int J Mol Sci","2020","2020/09/05","PMC7504341","","10.3390/ijms21176379"
"31416774","The impact of CFTR modulator therapies on CF airway microbiology","Rogers GB, Taylor SL, Hoffman LR, Burr LD.","J Cyst Fibros. 2020 May;19(3):359-364. doi: 10.1016/j.jcf.2019.07.008. Epub 2019 Aug 12.","Rogers GB","J Cyst Fibros","2020","2019/08/17","PMC7025810","NIHMS1066809","10.1016/j.jcf.2019.07.008"
"33323351","Environmental risks of Pseudomonas aeruginosa-What to advise patients and parents","Balfour-Lynn IM.","J Cyst Fibros. 2021 Jan;20(1):17-24. doi: 10.1016/j.jcf.2020.12.005. Epub 2020 Dec 13.","Balfour-Lynn IM","J Cyst Fibros","2021","2020/12/16","","","10.1016/j.jcf.2020.12.005"
